target_harmonized,modality,quadrant,clinical_performance_Y,clinical_label,clinical_decisive_n,clinical_confidence,n_trials,epitope_crowding_X,x_status,fto_l1_epitope,fto_l2_format,fto_l3_use,fto_l1_lock_count,patents_grounded,ip_modalities,key_patent,blocking_assignee,x_resolved,y_resolved
CD19|PD-1|PD-L1,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD3|CEA,BISPECIFIC,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD30|PD-1,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD33,CAR-T,UNRESOLVED,0.55,CONTESTED,3,1.0,16,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD3|CD30,BISPECIFIC,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD73|PD-1,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|HER2|PD-1|TCR,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
DLL3|CD3,BITE,UNRESOLVED,0.55,CONTESTED,1,0.33,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
EGFR-MMAE,ADC,UNRESOLVED,0.55,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
EGFR|HER2,ADC,UNRESOLVED,0.55,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|HER3,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
FGFR-DM4,ADC,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|CD137,ADC,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
HER2|IGF-1R,MAB,UNRESOLVED,0.55,CONTESTED,3,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MET-TOP1I,ADC,UNRESOLVED,0.55,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MET|PSMA,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|PD-L1,BISPECIFIC,UNRESOLVED,0.55,CONTESTED,3,1.0,8,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
PSMA|PD-1,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
TISSUE FACTOR,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
TROP-2,MAB,UNRESOLVED,0.55,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
PD-1,BISPECIFIC,UNRESOLVED,0.525,CONTESTED,2,0.67,14,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
BCMA,ADC,UNRESOLVED,0.508,CONTESTED,5,1.0,16,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
EGFR|VEGF,MAB,UNRESOLVED,0.508,CONTESTED,5,1.0,19,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|TIGIT|PD-L1,MAB,UNRESOLVED,0.508,CONTESTED,2,0.67,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD22|CD20,MAB,UNRESOLVED,0.5,CONTESTED,3,1.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CEA,MAB,UNRESOLVED,0.5,CONTESTED,4,1.0,25,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
CTLA-4|PD-1|PD-L1,BISPECIFIC,UNRESOLVED,0.5,CONTESTED,2,0.67,11,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
GD2,MAB,UNRESOLVED,0.5,CONTESTED,12,1.0,53,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
GITR,MAB,UNRESOLVED,0.5,CONTESTED,2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
HER2|PD-1|PD-L1,ADC,UNRESOLVED,0.5,CONTESTED,2,0.67,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MESOTHELIN,CAR-T,UNRESOLVED,0.5,CONTESTED,5,1.0,41,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
PD-L1|CTLA-4,MAB,UNRESOLVED,0.5,CONTESTED,2,0.67,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
5T4-AURISTATIN,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
AXL,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
AXL,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
B7-H3,MAB,UNRESOLVED,0.475,CONTESTED,7,1.0,15,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
B7-H3-REZETECAN,ADC,UNRESOLVED,0.475,CONTESTED,2,0.67,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
B7-H3|CD3,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
B7-H4-MMAE,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCL-2|CD137|CD19,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCL-2|CD33,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCL-2|CTLA-4|PD-1|PD-L1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCMA,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
BCMA-MAYTANSINOID,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCMA|CD123|CD19,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCMA|CD19,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,40,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCMA|CD19,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BCMA|CD38,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BET|BRD4,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BET|BRD4|HER2,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BTK|CD19,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
BTK|CD19,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD137|CD19,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD16|CD38,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19,BITE,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|MAB,,,False,True
CD19|CD20|CD22,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|CD20|CD22,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|CD20|NKG2D,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|EGFR,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD19|TCR,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD137,MAB,UNRESOLVED,0.475,CONTESTED,2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD19|CD47|SIRP-ALPHA,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD40,MAB,UNRESOLVED,0.475,CONTESTED,2,0.67,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD20|CD47,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CD47|SIRP-ALPHA,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|CRBN,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|PD-L1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD20|ROR1,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD24|ER|HER2,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD25-PBD,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD25|CD40,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD28,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CD28|TCR,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD33,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD33|GD2,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD38,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CD38|CD47|SIRP-ALPHA,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD38|CLL-1,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD38|ICAM1,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD3|CD33,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD3|CD38,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD3|CD38,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD3|CLL-1,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD3|PD-L1,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD44,RADIOLIGAND,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD47|HER2|SIRP-ALPHA,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD47|PD-1|PD-L1|SIRP-ALPHA,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD47|PD-L1|SIRP-ALPHA,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CD47|SIRP-ALPHA,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CD70,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CD73,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
CDH6-DM4,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CEACAM1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CEACAM5,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
CEA|CEACAM5,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CEA|HER2,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CEA|MUC16,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CLDN18.2,BITE,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
CLDN18.2-MMAE,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
CLL-1,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,10,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CTLA-4,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
CTLA-4|CD137,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|LAG-3,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|LAG-3|PD-1,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|MESOTHELIN,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|BET|BRD4,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|BTK,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|CD40,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|ER|HER2|TCR,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|PD-L1|TCR,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|PD-1|PSMA,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
CTLA-4|TCR,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
EGFR,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,5,1.0,21,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
EGFR|ALK,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|BET|BRD4,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|CD19|CD28,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|CD20|SIRP-ALPHA,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
EGFR|HIF,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ER,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ER,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
FGFR-AURISTATIN,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
FOLR1,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
GD2,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,12,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
GSPT1|HER2,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|CD25,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|GP100,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|LAG-3,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|PD-1|VEGF|PD-L1|CTLA-4|EGFR,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|PD-L1|VEGF|ALK|ER,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
HER2|VEGF|EGFR|IGF-1R,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
ICAM1,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
IL-8,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
ITGA5|ITGB1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
JAK3,UNCLASSIFIED,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
KLK2,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,True
LAG-3|PD-L1,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,2,0.67,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
LILRB1|LILRB2,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MESOTHELIN-TOP1I,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MESOTHELIN|CD3,BISPECIFIC,UNRESOLVED,0.475,CONTESTED,1,0.33,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
MESOTHELIN|TCR,CAR-T,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
MET-MAYTANSINOID,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
MET-PBD,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
NECTIN4,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC|MAB,,,False,True
PABPC1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1,BITE,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
PD-1,OUT_OF_SCOPE,UNRESOLVED,0.475,CONTESTED,1,0.33,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
PD-1-MAYTANSINOID,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
PD-1-PBD,ADC,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,True
PD-1|ALK,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|BET|BRD4|PD-L1,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD19|CD3,BITE,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD20|CD47|SIRP-ALPHA,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CD20|HER2|CD38,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
PD-1|CEA|CEACAM5,MAB,UNRESOLVED,0.475,CONTESTED,1,0.33,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,True
